Region,Region Name,Building Code,Region,Building Name,Building Address 1,Building Address 2,City,State,Zip,County,Municipality,Country,Latitude,Longitude,Ownership,Building Status,Building Class,Primary Use,Employees,,Seating Capacity,Estimated GSF,
R20,TERRITORY 20 Florida,P811,20,Davie Boulevard and Andrews,1153 S Andrews Ave,,Fort Lauderdale,FL,33316-1052,Broward County,City of Ft. Lauderdale,United States of America,26.107836,-80.143799,Owned,Active,Retail,Bank Branch with Drive In,8,each,0,4000,square-feet
R20,TERRITORY 20 Florida,P862,20,Daytona Promenade,1537 S Nova Rd,,South Daytona,FL,32114-5887,Volusia County,City of Daytona Beach,United States of America,29.176431,-81.028485,Leased,Active,Retail,Bank Branch with Drive In,2,each,0,4982,square-feet
R20,TERRITORY 20 Florida,P741,20,DeLand,312 N Woodland Blvd,,Deland,FL,32720-3450,Volusia County,City of Deland,United States of America,29.031943,-81.303756,Owned,Active,Retail,Bank Branch,8,each,0,3029,square-feet
R20,TERRITORY 20 Florida,P705,20,Devonshire,800 Devonshire Way,,Palm Beach Gardens,FL,33418-6876,Palm Beach County,City of Palm Beach Gardens,United States of America,26.823313,-80.154301,Leased,Active,Retail,Bank Branch,1,each,0,555,square-feet
R20,TERRITORY 20 Florida,P708,20,Downtown Delray,109 SE 5th Ave,,Delray Beach,FL,33483-5204,Palm Beach County,City of Delray Beach,United States of America,26.459734,-80.068246,Owned,Active,Retail,Bank Branch,22,each,0,11253,square-feet
R20,TERRITORY 20 Florida,P986,20,Downtown Jensen,1021 NE Jensen Beach Blvd,,Jensen Beach,FL,34957-4753,Martin County,Martin County,United States of America,27.245137,-80.238607,Owned,Active,Retail,Bank Branch,9,each,0,4569,square-feet
R20,TERRITORY 20 Florida,P702,20,Downtown Lake Worth,412 Lucerne Ave,,Lake Worth,FL,33460-3817,Palm Beach County,City of Lake Worth,United States of America,26.61656,-80.052719,Owned,Active,Retail,Bank Branch,7,each,0,3327,square-feet
R20,TERRITORY 20 Florida,P524,20,Dr. Phillips,8020 Conroy Windermere Rd,,Orlando,FL,32835-2567,Orange County,City of Orlando,United States of America,28.493181,-81.492646,Leased,Active,Retail,Bank Branch,7,each,0,3211,square-feet
R20,TERRITORY 20 Florida,P802,20,East Linton,500 Linton Blvd,,Delray Beach,FL,33444-8146,Palm Beach County,City of Delray Beach,United States of America,26.4387,-80.0781,Leased,Active,Retail,Bank Branch,6,each,0,3216,square-feet
R20,TERRITORY 20 Florida,P789,20,East Ocean,1500 SE Ocean Blvd,,Stuart,FL,34996-2616,Martin County,City of Stuart,United States of America,27.197129,-80.228448,Owned,Active,Retail,Bank Branch,5,each,0,1975,square-feet
R20,TERRITORY 20 Florida,PEWP,20,Edgewater Point Estates,23315 Blue Water Cir,,Boca Raton,FL,33433-7053,Palm Beach County,Palm Beach County,United States of America,26.328513,-80.152848,Leased,Active,Retail,Bank Branch,0,each,0,213,square-feet
R20,TERRITORY 20 Florida,PFWP,20,Fairbanks at Winter Park,220 W Fairbanks Ave,,Winter Park,FL,32789-4329,Orange County,City of Winter Park,United States of America,28.592967,-81.352439,Groundlease,Active,Retail,Bank Branch,3,each,0,1876,square-feet
R20,TERRITORY 20 Florida,P252,20,Flagler Beach-N. Central Ave,205 N Central Ave,,Flagler Beach,FL,32136-3398,Flagler County,City of Flagler Beach,United States of America,29.481556,-81.128926,Owned,Active,Retail,Bank Branch,7,each,0,2120,square-feet
R20,TERRITORY 20 Florida,P927,20,Forest Hill,399 Forest Hill Blvd,,West Palm Beach,FL,33405-4651,Palm Beach County,City of West Palm Beach,United States of America,26.655337,-80.056044,Owned,Active,Retail,Bank Branch,9,each,0,4436,square-feet
R20,TERRITORY 20 Florida,P461,20,Fort Myers San Carlos Blvd,16740 San Carlos Blvd,,Fort Myers,FL,33908-3954,Lee County,City of Ft Myers,United States of America,26.4979,-81.944071,Owned,Active,Retail,Bank Branch,9,each,0,9465,square-feet
R20,TERRITORY 20 Florida,P339,20,Fowler Branch,2009 E Fowler Ave,,Tampa,FL,33612-5503,Hillsborough County,City of Tampa,United States of America,28.053614,-82.435913,Leased,Active,Retail,Bank Branch,6,each,0,2520,square-feet
R20,TERRITORY 20 Florida,P900,20,Fruitville Road,5520 Fruitville Rd,,Sarasota,FL,34232-6405,Sarasota County,City of Sarasota,United States of America,27.337307,-82.459506,Owned,Active,Retail,Bank Branch,6,each,0,2959,square-feet
R20,TERRITORY 20 Florida,P211,20,Gainesville - 13th Street,1807 NW 13th St,,Gainesville,FL,32609-3493,Alachua County,City of Gainesville,United States of America,29.668657,-82.338879,Owned,Active,Retail,Bank Branch,7,each,0,1947,square-feet
R20,TERRITORY 20 Florida,P210,20,Gainesville - Newberry Road,4340 W Newberry,,Gainesville,FL,32607-2586,Alachua County,City of Gainesville,United States of America,29.656441,-82.3895,Owned,Active,Retail,Bank Branch,5,each,0,6163,square-feet
R20,TERRITORY 20 Florida,P250,20,Galleria Court,9190 Galleria Ct,,Naples,FL,34109-4343,Collier County,Collier County,United States of America,26.247707,-81.769758,Owned,Active,Retail,Bank Branch,4,each,0,3285,square-feet
R20,TERRITORY 20 Florida,P732,20,Gatlin Boulevard at Savona Road,1309 SW Gatlin Blvd,,Port St Lucie,FL,34953-4102,St. Lucie County,City of Port St Lucie,United States of America,27.263398,-80.389182,Groundlease,Active,Retail,Bank Branch,8,each,0,3609,square-feet
R20,TERRITORY 20 Florida,P813,20,Glades at Lyons,9033 Glades Rd,Suite 100,Boca Raton,FL,33434-3939,Palm Beach County,Palm Beach County,United States of America,26.368037,-80.187784,Leased,Active,Retail,Bank Branch,7,each,0,7383,square-feet
R20,TERRITORY 20 Florida,P447,20,Groveland - E Broad St,200 East Broad St,,Groveland,FL,34736-2504,Lake County,City of Groveland,United States of America,28.559334,-81.854892,Owned,Active,Retail,Bank Branch,10,each,0,7580,square-feet
R20,TERRITORY 20 Florida,P899,20,Gulf Gate Drive,3260 Gulf Gate Dr,,Sarasota,FL,34231-2404,Sarasota County,City of Sarasota,United States of America,27.253656,-82.498024,Owned,Active,Retail,Bank Branch,7,each,0,4037,square-feet
R20,TERRITORY 20 Florida,P611,20,Gulf To Bay Branch,2498 Gulf To Bay Blvd,,Clearwater,FL,33765-4324,Pinellas County,City of Clearwater,United States of America,27.960573,-82.73452,Groundlease,Active,Retail,Bank Branch,7,each,0,3882,square-feet
R20,TERRITORY 20 Florida,P268,20,Hallandale Beach Boulevard,2400 E Hallandale Beach Blvd,,Hallandale Beach,FL,33009-4815,Broward County,City of Hallendale Beach,United States of America,25.985598,-80.126266,Groundlease,Active,Retail,Bank Branch with Drive In,4,each,0,4171,square-feet
R20,TERRITORY 20 Florida,P715,20,Hillsboro at 441,6990 N SR 7,,Coconut Creek,FL,33073-4381,Broward County,City of Coconut Creek,United States of America,26.317201,-80.20229,Groundlease,Active,Retail,Bank Branch with Drive In,5,each,0,4010,square-feet
R20,TERRITORY 20 Florida,P854,20,Hillsboro at Federal,1051 E Hillsboro Blvd,,Deerfield Beach,FL,33441-3615,Broward County,City of Deerfield Beach,United States of America,26.3169,-80.08878,Groundlease,Active,Retail,Bank Branch with Drive In,9,each,0,4010,square-feet
R20,TERRITORY 20 Florida,P504,20,Hunters Creek,13583 Hunters Oak Dr,,Orlando,FL,32837-7667,Orange County,City of Orlando,United States of America,28.367296,-81.426184,Leased,Active,Retail,Bank Branch,9,each,0,4128,square-feet
R20,TERRITORY 20 Florida,P853,20,Imperial Point,6550 N Federal Hwy,,Fort Lauderdale,FL,33308-2627,Broward County,City of Fort Lauderdale,United States of America,26.19762,-80.11107,Leased,Active,Retail,Bank Branch with Drive In,7,each,0,3684,square-feet
R20,TERRITORY 20 Florida,P775,20,Indialantic,305 5th Ave,,Indialantic,FL,32903-4238,Brevard County,Town of Indialantic,United States of America,28.0901,-80.570982,Owned,Active,Retail,Bank Branch,7,each,0,3068,square-feet
R20,TERRITORY 20 Florida,PIRE,20,Indian River Estates East,2250 Indian Creek Blvd W,,Vero Beach,FL,32966-1395,Indian River County,Indian River County,United States of America,27.641868,-80.483084,Leased,Active,Retail,Bank Branch,0,each,0,165,square-feet
R20,TERRITORY 20 Florida,PIRW,20,Indian River Estates West,7730 Indian Oaks Dr,,Vero Beach,FL,32966-5179,Indian River County,Indian River County,United States of America,27.643041,-80.487131,Leased,Active,Retail,Bank Branch,0,each,0,165,square-feet
R20,TERRITORY 20 Florida,P754,20,Indian River Mall,6080 20th St,,Vero Beach,FL,32966-1021,Indian River County,Indian River County,United States of America,27.639073,-80.451994,Owned,Active,Retail,Bank Branch,12,each,0,4696,square-feet
R20,TERRITORY 20 Florida,P825,20,Jog and Atlantic,15086 South Jog Rd,,Delray Beach,FL,33446-1218,Palm Beach County,City of Delray Beach,United States of America,26.452989,-80.146449,Leased,Active,Retail,Bank Branch,0,each,0,4128,square-feet
R20,TERRITORY 20 Florida,P988,20,John Knox Village,651 SW 6th St,,Pompano Beach,FL,33060-3700,Broward County,City of Pompano Beach,United States of America,26.22259498,-80.12968272,Leased,Active,Retail,Bank Branch,2,each,0,640,square-feet
R20,TERRITORY 20 Florida,P997,20,Jupiter - 1240 West Indiantown Road,1240 W Indiantown Rd,,Jupiter,FL,33458-3906,Palm Beach County,Town of Jupiter,United States of America,26.933963,-80.116677,Owned,Active,Retail,Bank Branch,13,each,0,4250,square-feet
R20,TERRITORY 20 Florida,P905,20,Jupiter Farms,10058 W Indiantown Rd,,Jupiter,FL,33478-4788,Palm Beach County,Palm Beach County,United States of America,26.942163,-80.197651,Owned,Active,Retail,Bank Branch,8,each,0,2827,square-feet
R20,TERRITORY 20 Florida,P580,20,Kissimmee - John Young Parkway,1818 N John Young Pkwy,,Kissimmee,FL,34741-3221,Osceola County,City of Kissimmee,United States of America,28.308555,-81.416601,Owned,Active,Retail,Bank Branch,7,each,0,5057,square-feet
R20,TERRITORY 20 Florida,P717,20,Lake Ida @ Jog,13760 Jog Rd,,Delray Beach,FL,33446-5901,Palm Beach County,Palm Beach County,United States of America,26.4532,-80.133,Leased,Active,Retail,Bank Branch,5,each,0,3628,square-feet
R20,TERRITORY 20 Florida,P909,20,Lake Mary,4309 W Lake Mary Blvd,,Lake Mary,FL,32746-2448,Seminole County,City of Lake Mary,United States of America,28.755584,-81.349898,Leased,Active,Retail,Bank Branch,6,each,0,3468,square-feet
R20,TERRITORY 20 Florida,P911,20,Lake Mary - Heathrow,1321 Heathrow Center Ln,,Lake Mary,FL,32746-7647,Seminole County,City of Lake Mary,United States of America,28.78383,-81.358517,Leased,Active,Retail,Bank Branch,4,each,0,4128,square-feet
R20,TERRITORY 20 Florida,P747,20,Lakewood Park,5100 Turnpike Feeder Rd,,Fort Pierce,FL,34951-5020,St. Lucie County,St Lucie County,United States of America,27.527099,-80.39498,Owned,Active,Retail,Bank Branch,6,each,0,5005,square-feet
R20,TERRITORY 20 Florida,P470,20,Lakewood Ranch,9105 Town Center Pkwy,,Bradenton,FL,34202-5141,Manatee County,City of Bradenton,United States of America,27.391596,-82.441251,Leased,Active,Retail,Bank Branch,4,each,0,3200,square-feet
R20,TERRITORY 20 Florida,P806,20,Lantana & Jog,6320 Lantana Rd,,Lake Worth,FL,33463-6606,Palm Beach County,Palm Beach County,United States of America,26.589481,-80.1446732,Leased,Active,Retail,Bank Branch,8,each,0,4982,square-feet
R20,TERRITORY 20 Florida,P458,20,Leesburg - N 14th St,929 N 14th Street,,Leesburg,FL,34748-3838,Lake County,City of Leesburg,United States of America,28.822383,-81.887812,Owned,Active,Retail,Bank Branch,7,each,0,2368,square-feet
R20,TERRITORY 20 Florida,P913,20,Longwood,1859 W State Road 434,,Longwood,FL,32750-5001,Seminole County,City of Longwood,United States of America,28.692768,-81.385727,Leased,Active,Retail,Bank Branch,3,each,0,1277,square-feet
R20,TERRITORY 20 Florida,P486,20,Maitland - Orlando Avenue,238 S Orlando Ave,,Maitland,FL,32751-5604,Orange County,City of Maitland,United States of America,28.626094,-81.363046,Owned,Active,Retail,Bank Branch,6,each,0,5092,square-feet
R20,TERRITORY 20 Florida,P792,20,Martin Square,2980 SE Federal Hwy,,Stuart,FL,34994-5740,Martin County,City of Stuart,United States of America,27.168438,-80.229103,Owned,Active,Retail,Bank Branch,13,each,0,3154,square-feet
R20,TERRITORY 20 Florida,P979,20,Merritt Island,1840 N Courtenay Pkwy,,Merritt Island,FL,32953-4333,Brevard County,Brevard County,United States of America,28.388561,-80.702778,Owned,Active,Retail,Bank Branch,6,each,0,4796,square-feet
R20,TERRITORY 20 Florida,P916,20,Midport Road - 2400 SE Midport Road,2400 SE Veterans Memorial Pkwy,Suite 100,Port St Lucie,FL,34952-4823,St. Lucie County,City of Port St Lucie,United States of America,27.2768,-80.3187,Owned,Active,Retail,Bank Branch,14,each,0,4449,square-feet
R20,TERRITORY 20 Florida,PMLP,20,Mills Park,1414 North Mills Ave - Site 190,Mills Park Shopping Center - Building #4,Orlando,FL,32803-1874,Orange County,Unknown,United States of America,,,Leased,Active,Retail,Bank Branch,6,each,0,2732,square-feet
R20,TERRITORY 20 Florida,P767,20,Miracle Mile - 655 21st St,655 21st St,,Vero Beach,FL,32960-0802,Indian River County,City of Vero Beach,United States of America,27.639463,-80.38609,Owned,Active,Retail,Bank Branch,8,each,0,13021,square-feet
R20,TERRITORY 20 Florida,P241,20,Miramar West,14495 Miramar Pkwy,,Miramar,FL,33027-4184,Broward County,City of Miramar,United States of America,25.97911,-80.339368,Leased,Active,Retail,Bank Branch with Drive In,6,each,0,4130,square-feet
R20,TERRITORY 20 Florida,P617,20,Missouri Avenue Branch,50 Rosery Rd NW,,Largo,FL,33770-1122,Pinellas County,City of Largo,United States of America,27.927832,-82.788366,Groundlease,Active,Retail,Bank Branch,7,each,0,4784,square-feet
R20,TERRITORY 20 Florida,P459,20,Mount Dora 18055 US Highway 441,18055 US Highway 441,,Mount Dora,FL,32757-6745,Lake County,City of Eustis,United States of America,28.823994,-81.656768,Owned,Active,Retail,Bank Branch,8,each,0,4648,square-feet
R20,TERRITORY 20 Florida,P251,20,Naples - Radio Rd,4099 Radio Rd,,Naples,FL,34104-3724,Collier County,Collier County,United States of America,26.153923,-81.75679,Owned,Active,Retail,Bank Branch,7,each,0,5077,square-feet
R20,TERRITORY 20 Florida,P770,20,New Smyrna Beach,2230 State Road 44,,New Smyrna Beach,FL,32168-8304,Volusia County,City of New Smyna Beach,United States of America,29.013163,-80.957927,Owned,Active,Retail,Bank Branch,7,each,0,3183,square-feet
R20,TERRITORY 20 Florida,P213,20,Newberry - Town of Tioga,105 SW 128th St,,Newberry,FL,32669-3243,Alachua County,Town of Newberry,United States of America,29.657335,-82.478415,Owned,Active,Retail,Bank Branch,6,each,0,2700,square-feet
R20,TERRITORY 20 Florida,P115,20,Nob Hill and Cleary,801 North Nob Hill Rd,,Plantation,FL,33324-1030,Broward County,City of Plantation,United States of America,26.13306485,-80.28747708,Groundlease,Active,Retail,Bank Branch with Drive In,7,each,0,4171,square-feet
R20,TERRITORY 20 Florida,P618,20,North Dale Mabry Branch,8351 N Dale Mabry Hwy,,Tampa,FL,33614-2603,Hillsborough County,City of Tampa,United States of America,28.025069,-82.504717,Groundlease,Active,Retail,Bank Branch,8,each,0,3892,square-feet
R20,TERRITORY 20 Florida,P619,20,North St. Petersburg,3801 49th St N,,St Petersburg,FL,33709-5729,Pinellas County,City of St Petersburg,United States of America,27.806595,-82.69976,Owned,Active,Retail,Bank Branch,10,each,0,7778,square-feet
R20,TERRITORY 20 Florida,P976,20,Northlake,950 Northlake Blvd,,North Palm Beach,FL,33408-5226,Palm Beach County,Town of Lake Park,United States of America,26.808063,-80.077848,Owned,Active,Retail,Bank Branch,8,each,0,3491,square-feet
R20,TERRITORY 20 Florida,P272,20,Nova and University,2400 S University Dr,,Davie,FL,33324-5818,Broward County,Town of Davie,United States of America,26.090288,-80.250641,Groundlease,Active,Retail,Bank Branch with Drive In,6,each,0,2318,square-feet
R20,TERRITORY 20 Florida,P262,20,Oakland Park and University,3260 N University Dr,,Sunrise,FL,33351-6718,Broward County,City of Sunrise,United States of America,26.166346,-80.256081,Groundlease,Active,Retail,Bank Branch with Drive In,6,each,0,4010,square-feet
R20,TERRITORY 20 Florida,P479,20,Ocala,716 E Silver Springs Blvd,,Ocala,FL,34470-6712,Marion County,City of Ocala,United States of America,29.18659,-82.130687,Owned,Active,Retail,Bank Branch,9,each,0,7354,square-feet
R20,TERRITORY 20 Florida,P782,20,Okeechobee,2801 US Highway 441 S,,Okeechobee,FL,34974-6242,Okeechobee County,Okeechobee County,United States of America,27.2177,-80.8296,Owned,Active,Retail,Bank Branch,7,each,0,4526,square-feet
R20,TERRITORY 20 Florida,P707,20,Old Boynton & Congress,500 N Congress Ave,,Boynton Beach,FL,33426-3447,Palm Beach County,City of Boynton Beach,United States of America,26.531934,-80.09032,Leased,Active,Retail,Bank Branch,8,each,0,5100,square-feet
R20,TERRITORY 20 Florida,P742,20,Orange Blossom Mall,4156 Okeechobee Rd,,Fort Pierce,FL,34947-5403,St. Lucie County,City of Ft Pierce,United States of America,27.426087,-80.367374,Owned,Active,Retail,Bank Branch,8,each,0,5152,square-feet
R20,TERRITORY 20 Florida,P737,20,Orange City FL,884 Saxon Blvd,,Orange City,FL,32763-8215,Volusia County,City of Orange City,United States of America,28.911063,-81.287898,Owned,Active,Retail,Bank Branch,5,each,0,2821,square-feet
R20,TERRITORY 20 Florida,P577,20,Orlando - Champions Gate,8321 Champions Gate Blvd,,Champions Gate,FL,33896-8389,Osceola County,Osceola County,United States of America,28.261986,-81.61988,Owned,Active,Retail,Bank Branch,5,each,0,2453,square-feet
R20,TERRITORY 20 Florida,P576,20,Orlando - Waterford Lakes,650 S Alafaya Tr,,Orlando,FL,32828-9161,Orange County,City of Orlando,United States of America,28.536023,-81.207654,Leased,Active,Retail,Bank Branch,7,each,0,3224,square-feet
R20,TERRITORY 20 Florida,P953,20,Ormond Beach - East Granada,128 E Granada Blvd,,Ormond Beach,FL,32176-6665,Volusia County,City of Ormond Beach,United States of America,29.290256,-81.043206,Owned,Active,Retail,Bank Branch,7,each,0,3162,square-feet
R20,TERRITORY 20 Florida,P960,20,Ormond Beach - West Granada,1020 W Granada Blvd,,Ormond Beach,FL,32174-5911,Volusia County,City of Ormond Beach,United States of America,29.275152,-81.092574,Owned,Active,Retail,Bank Branch,11,each,0,9279,square-feet
